Product_Number,T일 예정 수주량,T+1일 예정 수주량,T+2일 예정 수주량,T+3일 예정 수주량,T+4일 예정 수주량,작년 T일 예정 수주량,작년 T+1일 예정 수주량,작년 T+2일 예정 수주량,작년 T+3일 예정 수주량,작년 T+4일 예정 수주량,T일 예상 수주량,T+1일 예상 수주량,T+2일 예상 수주량,T+3일 예상 수주량,T+4일 예상 수주량,DateTime,DoW,Temperature,Humidity
Product_e0,676,606,0,0,554,554,564,554,564,0,0,554,554,554,554,2022-02-12 15:34,Saturday,12.16421053,30.45789474
Product_f4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-03-12 6:29,Saturday,19.509,42.867
Product_92,127,117,108,109,0,0,100,114,106,107,88,0,0,76,98,2022-02-25 11:34,Friday,13.66616438,12.7109589
Product_86,632,0,0,0,0,0,0,0,0,0,586,528,551,480,344,2022-02-05 6:35,Saturday,13.41,14.03086957
Product_d0,16,0,0,5,0,0,30,22,0,0,0,0,0,0,0,2022-03-09 6:33,Wednesday,16.68,21.752
Product_e4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2022-02-25 11:34,Friday,13.66616438,12.7109589
Product_c8,0,0,0,64,0,0,0,126,126,126,126,126,0,126,126,2022-02-18 7:01,Friday,12.20880499,19.34153389
Product_e8,23,0,0,0,0,0,1,4,0,0,7,17,20,15,7,2022-03-13 15:03,Sunday,20.76761905,50.01571429
Product_be,44,29,0,0,57,32,43,33,32,28,0,24,23,1,2,2022-03-13 15:30,Sunday,20.76761905,50.01571429
Product_88,187,193,217,190,219,0,0,198,132,267,222,24,0,0,60,2022-01-27 6:05,Thursday,10.60122997,30.04681654
Product_8c,16,0,0,1,1,1,1,1,1,0,1,1,1,1,1,2022-03-13 7:06,Sunday,20.76761905,50.01571429
Product_ac,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-02-12 6:33,Saturday,12.16421053,30.45789474
Product_f7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-02-14 6:31,Monday,15.194,37.7588
Product_cd,0,0,0,56,67,76,56,40,41,0,41,41,41,39,48,2022-02-07 7:06,Monday,8.561219512,22.85243902
Product_b0,0,0,0,0,0,10,20,0,0,30,0,0,0,0,0,2022-03-01 7:42,Tuesday,16.41755319,19.47382979
Product_e9,33,0,0,24,9,89,110,75,0,0,0,0,0,0,0,2022-02-15 7:05,Tuesday,16.93821429,23.9175
Product_9b,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,2022-03-05 6:00,Saturday,19.718,30.57
Product_c5,229,192,192,192,174,0,0,351,352,351,352,314,297,0,287,2022-03-10 6:32,Thursday,15.80965789,36.52771053
Product_be,26,39,0,0,6,32,55,42,39,0,0,41,20,27,23,2022-03-06 6:42,Sunday,14.54181818,13.35
Product_a7,1,7,7,18,0,0,10,0,0,0,0,0,0,0,0,2022-03-04 11:57,Friday,15.47233333,24.22916667
Product_bf,12,11,2,1,0,0,0,13,17,24,19,29,0,22,2,2022-02-18 7:01,Friday,12.20880499,19.34153389
Product_d7,12,10,10,12,11,7,0,15,10,11,11,10,11,0,9,2022-03-14 7:03,Monday,26.57186957,38.8723913
Product_b5,2,0,0,0,28,27,15,37,0,0,34,9,0,0,0,2022-02-21 6:35,Monday,8.996181818,11.62236364
Product_e6,43,0,0,0,0,0,0,0,0,0,0,0,0,9,16,2022-01-28 16:33,Friday,12.71454545,21.40181818
Product_9e,325,304,304,304,304,0,0,304,304,304,304,304,0,0,304,2022-03-10 6:19,Thursday,15.80965789,36.52771053
Product_ce,99,53,0,0,64,82,138,187,97,37,0,47,93,0,0,2022-01-29 15:06,Saturday,13.31375691,12.47176796
Product_b4,1,1,0,0,0,0,0,0,3,7,0,36,47,0,0,2022-02-27 6:33,Sunday,16.35078947,25.96671053
Product_a2,327,289,0,0,232,323,282,204,304,223,0,97,77,153,0,2022-02-12 6:31,Saturday,12.16421053,30.45789474
Product_97,34,38,22,0,18,4,0,0,24,0,0,175,21,63,21,2022-02-27 16:30,Sunday,16.35078947,25.96671053
Product_c1,88,0,0,58,58,58,95,78,75,0,72,76,99,194,0,2022-02-28 6:59,Monday,12.18428571,21.08571429
Product_96,76,84,75,76,98,0,140,140,139,143,147,0,0,147,171,2022-03-11 6:31,Friday,19.02594855,30.04318328
Product_df,54,36,36,36,0,36,36,36,36,36,0,0,36,36,36,2022-02-27 6:32,Sunday,16.35078947,25.96671053
Product_89,19,0,0,0,0,0,0,0,0,0,151,174,97,55,61,2022-02-08 6:02,Tuesday,13.43014085,12.98084507
Product_ef,339,0,0,0,0,0,0,0,0,0,317,93,47,128,204,2022-02-07 15:38,Monday,8.561219512,22.85243902
Product_c8,155,0,0,128,128,128,128,128,0,0,80,80,80,80,80,2022-03-07 11:06,Monday,12.49631579,21.79947368
Product_bd,24,32,52,23,7,3,0,15,6,15,11,2,0,0,0,2022-02-17 16:30,Thursday,10.44060606,12.1330303
Product_e1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-01-27 17:30,Thursday,10.60122997,30.04681654
Product_bb,8,6,0,0,0,22,0,0,0,0,0,7,0,0,0,2022-02-20 17:32,Sunday,10.45040816,20.37428571
Product_b8,6,0,0,0,0,0,0,0,6,0,13,16,33,0,0,2022-02-02 6:29,Wednesday,9.003850932,24.23149068
Product_95,1,0,0,0,0,5,7,2,6,0,0,8,13,24,20,2022-01-29 17:06,Saturday,13.31375691,12.47176796
Product_b6,61,0,0,36,77,48,63,114,80,0,60,53,34,37,0,2022-02-28 6:38,Monday,12.18428571,21.08571429
Product_af,0,34,16,7,0,0,0,0,8,0,0,0,0,0,0,2022-03-10 6:32,Thursday,15.80965789,36.52771053
Product_da,1,5,0,0,1,0,0,2,0,0,0,0,0,0,0,2022-02-12 16:30,Saturday,12.16421053,30.45789474
Product_a8,0,0,0,0,0,0,0,0,0,3,25,0,0,0,0,2022-01-28 6:37,Friday,12.71454545,21.40181818
Product_ef,101,0,0,0,123,169,199,120,0,0,124,83,105,65,56,2022-02-23 5:58,Wednesday,11.64701493,16.43373134
Product_a5,93,0,0,176,171,168,108,54,68,0,44,10,0,0,0,2022-02-28 15:34,Monday,12.18428571,21.08571429
Product_d4,110,177,221,219,226,0,237,233,238,152,197,0,0,0,0,2022-02-26 6:34,Saturday,14.05785714,20.79178571
Product_ef,223,171,175,172,0,0,180,179,185,193,196,0,0,199,233,2022-02-10 12:00,Thursday,14.10637367,28.37485424
Product_b8,9,8,16,0,0,5,12,4,0,0,0,0,0,0,0,2022-02-26 12:38,Saturday,14.05785714,20.79178571
Product_ba,119,0,0,0,95,65,74,119,0,0,135,165,162,107,143,2022-02-21 6:35,Monday,8.996181818,11.62236364
Product_c6,0,0,860,706,681,663,670,653,0,655,647,583,358,407,0,2022-02-16 7:03,Wednesday,12.67357143,13.08071429
Product_8d,16,0,0,1,1,1,1,1,1,0,1,1,1,1,1,2022-03-13 7:06,Sunday,20.76761905,50.01571429
Product_ea,2,40,0,0,0,0,0,0,0,0,0,41,132,23,0,2022-01-29 17:06,Saturday,13.31375691,12.47176796
Product_b8,4,0,0,0,0,0,0,0,0,0,0,0,2,5,9,2022-03-06 6:29,Sunday,14.54181818,13.35
Product_d3,0,0,0,0,0,0,0,6,2,6,8,0,2,0,0,2022-01-28 6:20,Friday,12.71454545,21.40181818
Product_de,29,4,8,18,16,0,0,6,12,13,13,0,0,0,0,2022-02-19 6:29,Saturday,13.72509434,27.18867925
Product_a9,485,0,0,0,0,0,0,205,174,0,173,161,113,223,263,2022-02-08 6:02,Tuesday,13.43014085,12.98084507
Product_e0,566,554,554,0,0,0,0,554,554,0,554,554,564,554,564,2022-01-31 7:13,Monday,9.1845,14.93975
Product_ea,50,0,0,0,0,0,0,0,0,0,0,60,122,63,0,2022-03-13 15:03,Sunday,20.76761905,50.01571429
Product_90,57,1,4,5,5,0,0,0,31,34,2,4,0,0,1,2022-02-17 6:26,Thursday,10.44060606,12.1330303
Product_88,230,160,167,131,150,161,0,148,188,195,279,310,503,0,80,2022-02-17 16:30,Thursday,10.44060606,12.1330303
Product_df,82,68,68,68,0,0,68,68,68,68,68,0,0,68,68,2022-03-11 6:33,Friday,19.02594855,30.04318328
Product_e2,44,34,34,34,45,27,34,34,34,34,34,0,0,34,34,2022-03-04 11:57,Friday,15.47233333,24.22916667
Product_f2,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,2022-03-07 7:02,Monday,12.49631579,21.79947368
Product_e6,21,0,51,48,28,30,13,0,0,23,65,23,35,4,0,2022-03-02 6:36,Wednesday,15.53977778,26.71933333
Product_cc,46,25,8,1,15,0,19,28,32,32,30,34,0,53,48,2022-02-10 12:00,Thursday,14.10637367,28.37485424
Product_93,7,22,36,0,30,24,19,22,56,0,0,21,0,0,0,2022-03-06 11:01,Sunday,14.54181818,13.35
Product_b5,8,0,0,28,8,9,0,0,0,0,35,15,36,0,0,2022-03-07 7:02,Monday,12.49631579,21.79947368
Product_ec,160,0,0,0,67,115,190,214,0,0,19,153,152,168,308,2022-02-23 6:29,Wednesday,11.64701493,16.43373134
Product_dc,13,0,0,1,0,79,0,1,0,0,5,1,4,1,6,2022-03-13 7:04,Sunday,20.76761905,50.01571429
Product_d7,12,0,0,0,7,12,26,20,7,0,0,0,0,0,0,2022-02-22 7:05,Tuesday,14.53931507,15.87356164
Product_99,344,330,330,330,0,0,330,330,330,330,0,0,329,330,330,2022-02-20 6:31,Sunday,10.45040816,20.37428571
Product_c2,0,0,0,0,0,126,126,126,126,0,126,126,126,126,126,2022-02-15 7:05,Tuesday,16.93821429,23.9175
Product_f3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2022-01-30 5:59,Sunday,9.10625,17.95275
Product_e0,586,618,0,0,550,550,550,550,550,0,0,586,586,586,586,2022-03-06 11:58,Sunday,14.54181818,13.35
Product_9a,73,44,69,60,0,0,0,0,0,0,0,0,0,0,0,2022-02-09 9:55,Wednesday,8.872222222,23.94111111
Product_a0,572,544,544,544,0,544,544,544,544,544,0,0,0,0,0,2022-03-05 12:01,Saturday,19.718,30.57
Product_c3,0,0,215,210,240,230,241,245,0,208,252,262,240,0,0,2022-03-02 6:36,Wednesday,15.53977778,26.71933333
Product_d4,0,0,0,277,230,207,221,229,225,0,229,239,241,250,239,2022-02-03 6:03,Thursday,9.169761905,18.76190476
Product_c5,264,0,0,0,349,352,338,343,0,0,344,345,342,313,360,2022-02-23 5:58,Wednesday,11.64701493,16.43373134
Product_bf,42,0,0,23,22,27,36,38,19,0,18,34,14,4,1,2022-03-13 7:06,Sunday,20.76761905,50.01571429
Product_b9,68,0,0,0,92,57,93,121,0,0,71,100,183,120,189,2022-02-21 15:05,Monday,8.996181818,11.62236364
Product_9d,37,18,18,0,0,18,18,18,18,18,0,0,0,18,18,2022-02-11 11:58,Friday,12.86730769,19.14115385
Product_cb,415,345,358,374,353,337,0,333,336,425,198,0,0,0,0,2022-03-03 6:37,Thursday,16.33257143,19.11628571
Product_a5,77,103,0,0,161,177,157,106,53,76,0,36,10,0,0,2022-02-28 6:30,Monday,12.18428571,21.08571429
Product_a4,0,0,0,0,0,0,0,0,36,1,0,0,0,0,0,2022-02-18 6:39,Friday,12.20880499,19.34153389
Product_ba,118,0,0,155,153,176,126,137,130,0,79,69,144,95,0,2022-03-01 7:06,Tuesday,16.41755319,19.47382979
Product_b9,30,61,162,0,0,104,123,137,94,93,46,0,0,0,0,2022-02-11 11:58,Friday,12.86730769,19.14115385
Product_f4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-03-07 12:31,Monday,12.49631579,21.79947368
Product_94,56,31,0,52,47,50,50,47,0,0,49,54,56,65,52,2022-02-28 6:59,Monday,12.18428571,21.08571429
Product_aa,44,85,40,0,0,70,74,125,149,137,0,0,77,87,87,2022-03-05 6:36,Saturday,19.718,30.57
Product_ae,5,0,0,0,5,7,10,21,0,0,19,10,14,15,17,2022-02-21 6:37,Monday,8.996181818,11.62236364
Product_c9,234,211,217,157,0,0,186,186,182,189,216,276,0,210,0,2022-03-11 6:31,Friday,19.02594855,30.04318328
Product_b6,87,0,0,102,97,60,46,35,0,0,39,9,18,262,142,2022-03-07 14:31,Monday,12.49631579,21.79947368
Product_87,144,0,0,152,130,56,111,156,92,0,27,21,14,6,2,2022-02-15 7:05,Tuesday,16.93821429,23.9175
Product_de,27,14,8,8,18,16,0,0,6,12,13,13,0,0,0,2022-02-17 16:30,Thursday,10.44060606,12.1330303
Product_f4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-02-09 6:30,Wednesday,8.872222222,23.94111111
Product_8e,158,173,0,0,0,0,0,0,0,0,39,24,64,83,0,2022-01-30 6:23,Sunday,9.10625,17.95275
Product_e2,28,0,0,0,0,0,0,18,18,18,18,18,0,0,18,2022-03-14 7:03,Monday,26.57186957,38.8723913
Product_99,366,330,330,330,330,0,0,330,330,330,330,330,0,0,330,2022-02-09 8:37,Wednesday,8.872222222,23.94111111
Product_c0,1124,0,0,0,0,0,0,853,863,0,839,825,794,801,810,2022-02-06 6:33,Sunday,10.74317992,15.46050209
Product_cf,204,0,0,175,206,244,249,245,240,0,246,226,187,60,0,2022-03-07 16:03,Monday,12.49631579,21.79947368
Product_a5,192,72,0,0,178,87,70,82,22,95,0,165,290,4,0,2022-02-12 11:33,Saturday,12.16421053,30.45789474
Product_f5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2022-03-13 15:38,Sunday,20.76761905,50.01571429
Product_f4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-03-13 7:06,Sunday,20.76761905,50.01571429
Product_85,0,3,2,4,0,0,0,0,0,0,0,1,21,0,33,2022-02-10 6:31,Thursday,14.10637367,28.37485424
Product_9d,44,18,18,18,0,0,18,18,18,18,18,0,0,18,18,2022-02-25 11:34,Friday,13.66616438,12.7109589
Product_c8,0,0,0,0,126,126,126,126,0,126,126,126,126,126,126,2022-02-16 7:03,Wednesday,12.67357143,13.08071429
Product_9f,228,179,190,166,180,0,0,0,147,141,165,186,0,0,175,2022-02-17 11:27,Thursday,10.44060606,12.1330303
Product_bb,14,0,0,0,0,0,7,0,0,0,20,0,3,0,0,2022-02-26 7:14,Saturday,14.05785714,20.79178571
Product_b3,1,0,0,0,9,15,0,12,9,19,29,5,0,0,0,2022-02-10 6:31,Thursday,14.10637367,28.37485424
Product_c3,93,0,64,264,241,216,0,208,209,205,204,131,0,0,0,2022-02-10 6:31,Thursday,14.10637367,28.37485424
Product_d0,12,0,0,0,5,16,18,11,10,0,0,0,0,0,0,2022-02-21 12:08,Monday,8.996181818,11.62236364
Product_84,0,0,0,0,0,0,0,0,0,0,1,4,3,0,0,2022-02-02 6:01,Wednesday,9.003850932,24.23149068
Product_de,16,12,16,0,0,0,0,15,14,0,18,14,3,11,0,2022-02-02 6:29,Wednesday,9.003850932,24.23149068
Product_8d,47,60,64,64,56,0,0,0,0,0,0,0,0,0,0,2022-03-10 14:33,Thursday,15.80965789,36.52771053
Product_a0,684,720,0,0,0,0,0,0,0,0,480,480,480,480,0,2022-02-03 6:31,Thursday,9.169761905,18.76190476
Product_d6,0,0,0,100,93,92,96,97,100,0,97,94,101,102,104,2022-02-02 6:01,Wednesday,9.003850932,24.23149068
Product_a4,72,0,0,0,0,0,0,68,65,0,17,56,0,0,0,2022-02-03 6:31,Thursday,9.169761905,18.76190476
Product_8e,70,18,46,75,0,0,0,0,0,0,0,0,0,0,0,2022-02-09 8:37,Wednesday,8.872222222,23.94111111
Product_ad,18,10,0,0,45,38,29,53,48,0,0,54,63,57,51,2022-03-06 11:58,Sunday,14.54181818,13.35
Product_9e,342,304,304,0,304,304,304,304,304,0,0,0,0,0,0,2022-03-06 11:58,Sunday,14.54181818,13.35
Product_ca,53,43,50,0,0,49,35,3,48,40,10,0,17,0,0,2022-02-26 12:38,Saturday,14.05785714,20.79178571
Product_d6,83,82,76,0,0,81,95,96,102,101,101,0,101,101,105,2022-03-12 6:29,Saturday,19.509,42.867
Product_99,320,304,304,304,304,0,304,304,304,304,304,0,0,0,0,2022-03-04 11:57,Friday,15.47233333,24.22916667
Product_9b,0,0,0,0,9,0,0,23,5,1,0,0,0,0,0,2022-02-18 6:39,Friday,12.20880499,19.34153389
Product_a4,5,0,0,44,64,65,0,63,69,0,0,0,0,0,0,2022-01-27 6:05,Thursday,10.60122997,30.04681654
Product_c1,60,49,20,0,0,58,55,47,73,70,154,0,314,112,8,2022-01-28 16:33,Friday,12.71454545,21.40181818
Product_d8,17,14,15,17,18,0,14,4,0,0,0,0,0,0,0,2022-02-19 6:00,Saturday,13.72509434,27.18867925
Product_b4,0,0,0,0,0,0,3,25,0,5,15,15,30,0,0,2022-03-03 6:01,Thursday,16.33257143,19.11628571
Product_d7,17,0,0,11,14,12,6,5,2,0,5,3,0,0,0,2022-03-08 7:08,Tuesday,15.33172414,28.03034483
Product_af,0,0,0,20,30,7,0,0,0,0,0,0,8,0,0,2022-03-07 16:03,Monday,12.49631579,21.79947368
Product_a6,2,0,0,0,0,0,0,0,36,0,84,132,153,37,43,2022-02-08 6:28,Tuesday,13.43014085,12.98084507
Product_e3,311,293,283,193,274,227,0,282,247,80,52,0,0,160,21,2022-02-18 7:01,Friday,12.20880499,19.34153389
Product_df,0,0,54,36,0,0,36,36,36,36,36,0,0,36,36,2022-02-11 6:29,Friday,12.86730769,19.14115385
Product_87,0,0,165,145,55,87,150,113,0,44,12,23,0,7,2,2022-02-15 8:35,Tuesday,16.93821429,23.9175
Product_d0,12,0,0,0,5,16,18,11,10,0,0,0,0,0,0,2022-02-24 6:00,Thursday,10.90306122,12.60530612
Product_91,2,5,0,0,1,0,0,8,0,0,0,0,0,1,0,2022-02-12 6:33,Saturday,12.16421053,30.45789474
Product_8f,0,0,4,0,3,3,6,0,0,1,7,2,0,7,0,2022-03-03 6:01,Thursday,16.33257143,19.11628571
Product_c4,19,46,0,0,50,52,39,57,63,0,0,65,47,17,41,2022-03-06 11:58,Sunday,14.54181818,13.35
Product_be,34,46,49,0,0,47,36,39,18,18,208,0,0,0,0,2022-01-28 16:33,Friday,12.71454545,21.40181818
Product_84,0,0,0,0,7,1,0,1,0,3,0,0,0,78,4,2022-02-16 7:03,Wednesday,12.67357143,13.08071429
Product_f8,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,2022-02-26 12:38,Saturday,14.05785714,20.79178571
Product_98,7,9,0,0,0,0,0,0,0,0,6,8,11,8,9,2022-02-04 5:58,Friday,13.86566667,11.53
Product_f6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022-02-26 6:34,Saturday,14.05785714,20.79178571
Product_a8,0,0,0,0,0,0,0,0,0,3,25,0,0,0,0,2022-01-28 6:20,Friday,12.71454545,21.40181818
Product_ad,46,16,35,52,42,50,0,53,32,43,135,196,0,0,0,2022-02-17 6:30,Thursday,10.44060606,12.1330303
Product_ac,0,0,0,2,3,7,3,0,2,0,0,8,6,0,0,2022-03-13 12:34,Sunday,20.76761905,50.01571429
Product_ab,24,0,0,0,0,0,0,33,15,0,27,26,15,53,61,2022-02-04 5:58,Friday,13.86566667,11.53
Product_91,0,0,0,2,4,0,0,5,1,1,0,4,0,0,0,2022-03-03 6:37,Thursday,16.33257143,19.11628571
Product_f2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2022-01-29 6:32,Saturday,13.31375691,12.47176796
Product_b3,23,0,0,13,6,26,23,4,0,0,5,11,7,0,0,2022-03-08 7:08,Tuesday,15.33172414,28.03034483
Product_d8,17,14,15,17,18,0,14,4,0,0,0,0,0,0,0,2022-02-19 6:29,Saturday,13.72509434,27.18867925
Product_f2,4,0,0,0,4,4,3,0,0,0,0,0,0,0,0,2022-02-21 15:05,Monday,8.996181818,11.62236364
Product_af,2,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2022-02-20 6:31,Sunday,10.45040816,20.37428571
Product_ab,61,21,28,23,34,35,0,38,51,63,71,130,75,0,0,2022-03-14 7:03,Monday,26.57186957,38.8723913
Product_a9,95,63,88,91,0,0,0,122,149,172,122,136,0,75,7,2022-02-19 6:00,Saturday,13.72509434,27.18867925
Product_c5,483,389,335,0,0,339,337,341,335,326,352,0,362,354,247,2022-02-11 6:42,Friday,12.86730769,19.14115385
Product_9e,355,330,0,304,304,304,304,304,0,0,304,304,304,304,304,2022-02-28 6:38,Monday,12.18428571,21.08571429
Product_d9,7,0,0,0,3,11,12,12,0,0,13,11,12,13,11,2022-02-23 5:58,Wednesday,11.64701493,16.43373134
Product_df,54,36,36,36,0,36,36,36,36,36,0,0,36,36,36,2022-02-26 12:38,Saturday,14.05785714,20.79178571
Product_ea,0,12,56,78,93,0,0,0,0,0,0,0,0,0,0,2022-01-26 18:30,Wednesday,12.83689655,35.81396552
Product_90,0,0,2,0,2,5,13,9,5,0,0,1,5,8,18,2022-03-13 6:30,Sunday,20.76761905,50.01571429
Product_eb,23,44,201,209,191,0,0,0,0,0,0,0,0,0,104,2022-01-27 6:05,Thursday,10.60122997,30.04681654
Product_9e,328,304,0,304,304,304,304,304,0,0,304,304,304,304,304,2022-03-07 14:31,Monday,12.49631579,21.79947368
Product_ef,291,0,0,132,196,235,326,283,0,0,514,32,49,51,43,2022-03-07 6:48,Monday,12.49631579,21.79947368
Product_d2,103,0,0,71,49,28,20,19,10,0,0,0,0,3,0,2022-03-07 7:02,Monday,12.49631579,21.79947368
Product_dd,1,24,0,0,0,2,0,0,0,0,0,0,0,0,1,2022-02-20 15:31,Sunday,10.45040816,20.37428571
Product_9e,178,0,0,172,134,152,160,22,111,0,123,129,125,255,380,2022-02-14 6:35,Monday,15.194,37.7588
Product_98,40,31,25,0,54,20,33,44,45,0,0,4,9,36,12,2022-02-27 6:33,Sunday,16.35078947,25.96671053
Product_92,124,112,101,89,69,0,92,84,65,82,5,0,0,0,0,2022-03-04 11:57,Friday,15.47233333,24.22916667
Product_bd,0,0,19,8,14,5,5,8,0,32,36,0,0,0,0,2022-03-03 6:01,Thursday,16.33257143,19.11628571
Product_f6,0,0,0,0,0,0,2,2,4,2,0,0,0,0,0,2022-03-05 6:00,Saturday,19.718,30.57
Product_e4,0,0,2,0,1,0,0,0,0,1,0,5,0,0,0,2022-02-09 11:55,Wednesday,8.872222222,23.94111111
Product_99,366,330,330,330,330,0,0,330,330,330,330,330,0,0,330,2022-02-09 12:58,Wednesday,8.872222222,23.94111111
Product_8e,158,173,0,0,0,0,0,0,0,0,39,24,64,83,0,2022-02-07 15:38,Monday,8.561219512,22.85243902
Product_87,62,0,0,0,0,0,0,0,0,0,48,13,69,112,140,2022-02-07 7:06,Monday,8.561219512,22.85243902
Product_f7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-02-20 6:31,Sunday,10.45040816,20.37428571
Product_c9,93,0,64,264,241,216,0,208,209,205,204,131,0,0,0,2022-02-09 9:55,Wednesday,8.872222222,23.94111111
Product_8c,5,0,0,1,1,1,1,1,1,0,1,1,1,1,1,2022-02-14 7:08,Monday,15.194,37.7588
Product_86,555,470,0,0,524,552,492,557,482,0,444,410,443,584,488,2022-02-21 12:08,Monday,8.996181818,11.62236364
Product_a4,72,0,0,0,0,0,0,68,65,0,17,56,0,0,0,2022-02-06 6:33,Sunday,10.74317992,15.46050209
Product_a2,316,248,235,0,0,195,285,263,238,254,286,0,129,62,108,2022-02-11 6:42,Friday,12.86730769,19.14115385
Product_bf,29,0,0,21,30,20,21,25,21,0,32,38,32,25,0,2022-03-01 7:06,Tuesday,16.41755319,19.47382979
Product_ae,6,0,0,14,0,0,12,12,8,13,16,12,0,30,12,2022-02-10 12:00,Thursday,14.10637367,28.37485424
Product_91,0,0,0,0,0,8,0,32,16,0,2,5,0,0,3,2022-01-27 6:05,Thursday,10.60122997,30.04681654
Product_cf,255,193,0,0,228,252,193,305,289,243,0,242,246,248,10,2022-02-12 6:33,Saturday,12.16421053,30.45789474
Product_bc,200,200,0,0,161,169,146,140,201,124,0,117,122,92,93,2022-01-30 5:59,Sunday,9.10625,17.95275
Product_8e,78,149,148,136,141,0,0,118,130,163,159,154,0,0,153,2022-03-10 17:29,Thursday,15.80965789,36.52771053
Product_ed,0,22,7,10,0,0,0,0,0,0,0,0,0,33,34,2022-01-27 6:34,Thursday,10.60122997,30.04681654
Product_c4,37,0,0,0,0,0,0,49,16,0,0,0,11,24,19,2022-02-02 6:29,Wednesday,9.003850932,24.23149068
Product_e1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2022-01-29 6:38,Saturday,13.31375691,12.47176796
Product_a9,485,0,0,0,0,0,0,205,174,0,173,161,113,223,263,2022-02-02 6:29,Wednesday,9.003850932,24.23149068
Product_a9,303,423,0,0,177,168,177,188,93,242,0,258,235,164,215,2022-01-29 17:06,Saturday,13.31375691,12.47176796
Product_8c,5,1,0,1,1,56,56,56,56,0,56,56,5,0,0,2022-03-01 7:06,Tuesday,16.41755319,19.47382979
Product_e7,51,24,27,0,0,3,23,22,1,17,0,0,24,16,11,2022-03-13 6:30,Sunday,20.76761905,50.01571429
Product_cf,99,0,0,181,187,198,195,256,282,0,370,333,70,380,296,2022-02-28 6:59,Monday,12.18428571,21.08571429
Product_c5,426,373,358,0,0,338,335,334,334,360,0,0,300,305,313,2022-03-05 12:01,Saturday,19.718,30.57
Product_d1,103,0,0,75,59,58,36,26,21,0,23,25,22,40,31,2022-02-28 6:59,Monday,12.18428571,21.08571429
Product_a1,316,220,260,260,0,480,480,480,480,480,0,0,480,480,466,2022-01-28 6:20,Friday,12.71454545,21.40181818
Product_cf,179,162,228,237,239,0,266,372,287,227,252,24,0,0,0,2022-02-18 7:01,Friday,12.20880499,19.34153389
Product_ca,51,37,0,0,41,12,20,39,41,11,0,97,1,73,0,2022-03-13 15:30,Sunday,20.76761905,50.01571429
Product_d1,45,23,0,0,36,37,41,47,48,82,0,145,216,0,0,2022-03-13 6:30,Sunday,20.76761905,50.01571429
Product_9e,381,330,0,0,0,0,0,0,0,0,330,330,330,330,330,2022-02-04 5:58,Friday,13.86566667,11.53
Product_e9,24,76,107,91,0,0,0,0,0,0,0,0,0,0,0,2022-02-18 7:01,Friday,12.20880499,19.34153389
Product_b9,119,48,0,0,74,25,20,51,104,114,0,93,115,53,0,2022-01-29 6:32,Saturday,13.31375691,12.47176796
Product_9a,67,55,0,0,39,38,13,13,0,0,39,37,27,45,73,2022-02-21 15:05,Monday,8.996181818,11.62236364
Product_a5,166,203,116,94,0,0,45,38,20,0,0,0,0,0,32,2022-03-04 6:49,Friday,15.47233333,24.22916667
Product_cf,251,254,0,0,262,253,238,239,237,237,0,239,240,245,254,2022-03-13 12:26,Sunday,20.76761905,50.01571429
Product_f6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-02-12 11:33,Saturday,12.16421053,30.45789474
Product_a4,0,0,0,0,0,36,1,0,0,0,0,0,0,0,0,2022-02-21 6:37,Monday,8.996181818,11.62236364
Product_ca,48,0,0,48,39,10,38,48,3,0,26,0,0,0,0,2022-03-01 7:06,Tuesday,16.41755319,19.47382979
Product_b3,5,0,0,0,0,0,0,17,0,0,0,0,9,14,16,2022-02-03 6:31,Thursday,9.169761905,18.76190476
Product_dc,12,1,0,0,0,0,0,0,0,30,0,11,112,268,106,2022-01-29 6:38,Saturday,13.31375691,12.47176796
Product_8f,0,0,0,0,0,0,5,0,2,1,2,0,0,0,0,2022-02-25 11:34,Friday,13.66616438,12.7109589
Product_96,84,87,99,169,0,171,151,152,156,165,0,0,165,163,170,2022-01-28 16:33,Friday,12.71454545,21.40181818
Product_8a,106,85,86,88,0,0,81,96,36,13,27,0,0,29,53,2022-01-27 6:34,Thursday,10.60122997,30.04681654
